"","feature","value","dataset","model_class"
"1240","ENSG00000110497",2.54835503682438e-05,"pData_Intersection","RSF"
"1241","ENSG00000110696",5.52143591312504e-05,"pData_Intersection","RSF"
"1242","ENSG00000110848",0.00050117649057535,"pData_Intersection","RSF"
"1243","ENSG00000110906",0.000407736805891901,"pData_Intersection","RSF"
"1244","ENSG00000111249",0.000101934201472975,"pData_Intersection","RSF"
"1245","ENSG00000111300",0.000263330020471852,"pData_Intersection","RSF"
"1246","ENSG00000111405",0.000378005997128894,"pData_Intersection","RSF"
"1247","ENSG00000111652",0.000148654043814811,"pData_Intersection","RSF"
"1248","ENSG00000111665",0.00011042871826239,"pData_Intersection","RSF"
"1249","ENSG00000111674",0.000284566312445333,"pData_Intersection","RSF"
"1250","ENSG00000111728",0.00072203392710013,"pData_Intersection","RSF"
"1251","ENSG00000111799",0.00113401799138657,"pData_Intersection","RSF"
"1252","ENSG00000111816",0.000161395818998877,"pData_Intersection","RSF"
"1253","ENSG00000111877",1.69890335788292e-05,"pData_Intersection","RSF"
"1254","ENSG00000112149",0.000118923235051804,"pData_Intersection","RSF"
"1255","ENSG00000112186",0.00170315061627724,"pData_Intersection","RSF"
"1256","ENSG00000112210",0.000522412782548942,"pData_Intersection","RSF"
"1257","ENSG00000112242",0.000310049862813577,"pData_Intersection","RSF"
"1258","ENSG00000112246",8.4945167894146e-05,"pData_Intersection","RSF"
"1259","ENSG00000112499",0.000174137594183055,"pData_Intersection","RSF"
"1260","ENSG00000112541",4.67198423418358e-05,"pData_Intersection","RSF"
"1261","ENSG00000112584",0.00031429712120834,"pData_Intersection","RSF"
"1262","ENSG00000112695",0.00025908276207709,"pData_Intersection","RSF"
"1263","ENSG00000112812",0.00011042871826239,"pData_Intersection","RSF"
"1264","ENSG00000113161",0.000688055859942471,"pData_Intersection","RSF"
"1265","ENSG00000113194",2.54835503682438e-05,"pData_Intersection","RSF"
"1266","ENSG00000113209",0.000140159527025396,"pData_Intersection","RSF"
"1267","ENSG00000113296",0.000403489547497138,"pData_Intersection","RSF"
"1268","ENSG00000113441",0.000212362919735365,"pData_Intersection","RSF"
"1269","ENSG00000113504",0.00020386840294595,"pData_Intersection","RSF"
"1270","ENSG00000113615",3.82253255524212e-05,"pData_Intersection","RSF"
"1271","ENSG00000113645",0.000182632110972469,"pData_Intersection","RSF"
"1272","ENSG00000113790",0.000237846470103609,"pData_Intersection","RSF"
"1273","ENSG00000113966",3.82253255524212e-05,"pData_Intersection","RSF"
"1274","ENSG00000114054",3.39780671576584e-05,"pData_Intersection","RSF"
"1275","ENSG00000114473",9.34396846835606e-05,"pData_Intersection","RSF"
"1276","ENSG00000114626",8.4945167894146e-06,"pData_Intersection","RSF"
"1277","ENSG00000114737",0.000263330020471852,"pData_Intersection","RSF"
"1278","ENSG00000114738",0.000216610178130017,"pData_Intersection","RSF"
"1279","ENSG00000114742",0.00022085743652478,"pData_Intersection","RSF"
"1280","ENSG00000114779",1.69890335788292e-05,"pData_Intersection","RSF"
"1281","ENSG00000114993",0.000348275188365998,"pData_Intersection","RSF"
"1282","ENSG00000115112",3.82253255524212e-05,"pData_Intersection","RSF"
"1283","ENSG00000115155",0.00072203392710013,"pData_Intersection","RSF"
"1284","ENSG00000115163",0.000237846470103609,"pData_Intersection","RSF"
"1285","ENSG00000115216",4.24725839476281e-06,"pData_Intersection","RSF"
"1286","ENSG00000115317",0.000271824537261267,"pData_Intersection","RSF"
"1287","ENSG00000115386",0.000577627141680082,"pData_Intersection","RSF"
"1288","ENSG00000115484",0.000135912268630634,"pData_Intersection","RSF"
"1289","ENSG00000115526",0.000900418779677725,"pData_Intersection","RSF"
"1290","ENSG00000115539",8.4945167894146e-06,"pData_Intersection","RSF"
"1291","ENSG00000116117",6.3708875920665e-05,"pData_Intersection","RSF"
"1292","ENSG00000116194",0.000484187456996521,"pData_Intersection","RSF"
"1293","ENSG00000116205",2.97308087630066e-05,"pData_Intersection","RSF"
"1294","ENSG00000116586",0.000178384852577707,"pData_Intersection","RSF"
"1295","ENSG00000116604",0.000637088759205984,"pData_Intersection","RSF"
"1296","ENSG00000116641",0.000199621144551299,"pData_Intersection","RSF"
"1297","ENSG00000116698",0.000857946195730763,"pData_Intersection","RSF"
"1298","ENSG00000116729",0.000199621144551299,"pData_Intersection","RSF"
"1299","ENSG00000116741",0.000348275188365998,"pData_Intersection","RSF"
"1300","ENSG00000116791",7.64506511047314e-05,"pData_Intersection","RSF"
"1301","ENSG00000117069",0.000789990061415446,"pData_Intersection","RSF"
"1302","ENSG00000117154",7.22033927100796e-05,"pData_Intersection","RSF"
"1303","ENSG00000117318",6.79561343153168e-05,"pData_Intersection","RSF"
"1304","ENSG00000117322",8.06979094994942e-05,"pData_Intersection","RSF"
"1305","ENSG00000117461",6.3708875920665e-05,"pData_Intersection","RSF"
"1306","ENSG00000117472",2.1236291973592e-05,"pData_Intersection","RSF"
"1307","ENSG00000117481",0.00139310075346366,"pData_Intersection","RSF"
"1308","ENSG00000117528",0.000157148560604226,"pData_Intersection","RSF"
"1309","ENSG00000117595",1.27417751841774e-05,"pData_Intersection","RSF"
"1310","ENSG00000117620",3.39780671576584e-05,"pData_Intersection","RSF"
"1311","ENSG00000117632",5.52143591312504e-05,"pData_Intersection","RSF"
"1312","ENSG00000117650",0.00020386840294595,"pData_Intersection","RSF"
"1313","ENSG00000117676",0.000225104694919431,"pData_Intersection","RSF"
"1314","ENSG00000117724",0.000832462645362519,"pData_Intersection","RSF"
"1315","ENSG00000117758",6.3708875920665e-05,"pData_Intersection","RSF"
"1316","ENSG00000118263",0.000157148560604226,"pData_Intersection","RSF"
"1317","ENSG00000118432",3.39780671576584e-05,"pData_Intersection","RSF"
"1318","ENSG00000118473",0.000828215386967757,"pData_Intersection","RSF"
"1319","ENSG00000118520",0.000403489547497138,"pData_Intersection","RSF"
"1320","ENSG00000118777",0.000339780671576584,"pData_Intersection","RSF"
"1321","ENSG00000119048",2.97308087630066e-05,"pData_Intersection","RSF"
"1322","ENSG00000119185",0.000123170493446567,"pData_Intersection","RSF"
"1323","ENSG00000119541",0.000186879369367121,"pData_Intersection","RSF"
"1324","ENSG00000119596",0.00031429712120834,"pData_Intersection","RSF"
"1325","ENSG00000119599",0.000373758738734242,"pData_Intersection","RSF"
"1326","ENSG00000119698",0.000382253255523657,"pData_Intersection","RSF"
"1327","ENSG00000119718",0.000420478581075967,"pData_Intersection","RSF"
"1328","ENSG00000120075",2.54835503682438e-05,"pData_Intersection","RSF"
"1329","ENSG00000120137",0.000382253255523657,"pData_Intersection","RSF"
"1330","ENSG00000120253",7.22033927100796e-05,"pData_Intersection","RSF"
"1331","ENSG00000120690",0.000199621144551299,"pData_Intersection","RSF"
"1332","ENSG00000120738",0.000208115661340713,"pData_Intersection","RSF"
"1333","ENSG00000120889",0.000123170493446567,"pData_Intersection","RSF"
"1334","ENSG00000121211",4.67198423418358e-05,"pData_Intersection","RSF"
"1335","ENSG00000121542",0.000445962131444211,"pData_Intersection","RSF"
"1336","ENSG00000121741",0.000174137594183055,"pData_Intersection","RSF"
"1337","ENSG00000122008",0.000225104694919431,"pData_Intersection","RSF"
"1338","ENSG00000122025",9.76869430783234e-05,"pData_Intersection","RSF"
"1339","ENSG00000122035",0.000356769705155413,"pData_Intersection","RSF"
"1340","ENSG00000122180",7.22033927100796e-05,"pData_Intersection","RSF"
"1341","ENSG00000122641",8.06979094994942e-05,"pData_Intersection","RSF"
"1342","ENSG00000122691",0.000148654043814811,"pData_Intersection","RSF"
"1343","ENSG00000122694",0.000373758738734242,"pData_Intersection","RSF"
"1344","ENSG00000122786",4.2472583947073e-05,"pData_Intersection","RSF"
"1345","ENSG00000122862",8.4945167894146e-06,"pData_Intersection","RSF"
"1346","ENSG00000122870",0.000968374913993042,"pData_Intersection","RSF"
"1347","ENSG00000123171",0.00081547361178369,"pData_Intersection","RSF"
"1348","ENSG00000123560",1.69890335788292e-05,"pData_Intersection","RSF"
"1349","ENSG00000123999",1.69890335788292e-05,"pData_Intersection","RSF"
"1350","ENSG00000124107",4.24725839476281e-06,"pData_Intersection","RSF"
"1351","ENSG00000124160",0.000271824537261267,"pData_Intersection","RSF"
"1352","ENSG00000124164",0.000118923235051804,"pData_Intersection","RSF"
"1353","ENSG00000124198",0.000229351953314194,"pData_Intersection","RSF"
"1354","ENSG00000124222",0.00175836497540838,"pData_Intersection","RSF"
"1355","ENSG00000124249",7.64506511047314e-05,"pData_Intersection","RSF"
"1356","ENSG00000124253",4.24725839476281e-06,"pData_Intersection","RSF"
"1357","ENSG00000124257",0.000981116689177219,"pData_Intersection","RSF"
"1358","ENSG00000124374",0.000140159527025396,"pData_Intersection","RSF"
"1359","ENSG00000124440",0.00020386840294595,"pData_Intersection","RSF"
"1360","ENSG00000124467",8.4945167894146e-06,"pData_Intersection","RSF"
"1361","ENSG00000124491",0.000985363947571871,"pData_Intersection","RSF"
"1362","ENSG00000124562",5.09671007364876e-05,"pData_Intersection","RSF"
"1363","ENSG00000124641",0.000246340986893023,"pData_Intersection","RSF"
"1364","ENSG00000124688",4.24725839476281e-06,"pData_Intersection","RSF"
"1365","ENSG00000124795",0.000229351953314194,"pData_Intersection","RSF"
"1366","ENSG00000124818",3.82253255524212e-05,"pData_Intersection","RSF"
"1367","ENSG00000125144",1.27417751841774e-05,"pData_Intersection","RSF"
"1368","ENSG00000125245",5.09671007364876e-05,"pData_Intersection","RSF"
"1369","ENSG00000125285",0.000356769705155413,"pData_Intersection","RSF"
"1370","ENSG00000125510",0.000335533413181821,"pData_Intersection","RSF"
"1371","ENSG00000125538",0.0012699302600172,"pData_Intersection","RSF"
"1372","ENSG00000125686",0.00024209372849826,"pData_Intersection","RSF"
"1373","ENSG00000125823",0.000191126627761884,"pData_Intersection","RSF"
"1374","ENSG00000125844",5.52143591312504e-05,"pData_Intersection","RSF"
"1375","ENSG00000125885",0.000123170493446567,"pData_Intersection","RSF"
"1376","ENSG00000125898",0.000161395818998877,"pData_Intersection","RSF"
"1377","ENSG00000125910",0.000237846470103609,"pData_Intersection","RSF"
"1378","ENSG00000125971",0.000378005997128894,"pData_Intersection","RSF"
"1379","ENSG00000125991",5.52143591312504e-05,"pData_Intersection","RSF"
"1380","ENSG00000125998",6.79561343153168e-05,"pData_Intersection","RSF"
"1381","ENSG00000126016",6.79561343153168e-05,"pData_Intersection","RSF"
"1382","ENSG00000126259",1.69890335788292e-05,"pData_Intersection","RSF"
"1383","ENSG00000126500",0.000288813570840096,"pData_Intersection","RSF"
"1384","ENSG00000126549",7.64506511047314e-05,"pData_Intersection","RSF"
"1385","ENSG00000126603",0.000420478581075967,"pData_Intersection","RSF"
"1386","ENSG00000126705",7.64506511047314e-05,"pData_Intersection","RSF"
"1387","ENSG00000126759",9.76869430783234e-05,"pData_Intersection","RSF"
"1388","ENSG00000127022",2.1236291973592e-05,"pData_Intersection","RSF"
"1389","ENSG00000127328",4.67198423418358e-05,"pData_Intersection","RSF"
"1390","ENSG00000127366",9.34396846835606e-05,"pData_Intersection","RSF"
"1391","ENSG00000127452",4.67198423418358e-05,"pData_Intersection","RSF"
"1392","ENSG00000127586",0.000356769705155413,"pData_Intersection","RSF"
"1393","ENSG00000127884",1.69890335788292e-05,"pData_Intersection","RSF"
"1394","ENSG00000128285",3.82253255524212e-05,"pData_Intersection","RSF"
"1395","ENSG00000128789",0.000118923235051804,"pData_Intersection","RSF"
"1396","ENSG00000128881",0.000123170493446567,"pData_Intersection","RSF"
"1397","ENSG00000129071",0.000773001027836617,"pData_Intersection","RSF"
"1398","ENSG00000129187",0.000942891363624798,"pData_Intersection","RSF"
"1399","ENSG00000129197",2.54835503682438e-05,"pData_Intersection","RSF"
"1400","ENSG00000129219",2.97308087630066e-05,"pData_Intersection","RSF"
"1401","ENSG00000129244",1.27417751841774e-05,"pData_Intersection","RSF"
"1402","ENSG00000129437",0.000416231322681315,"pData_Intersection","RSF"
"1403","ENSG00000129472",3.39780671576584e-05,"pData_Intersection","RSF"
"1404","ENSG00000129493",0.000276071795655919,"pData_Intersection","RSF"
"1405","ENSG00000129667",2.1236291973592e-05,"pData_Intersection","RSF"
"1406","ENSG00000129946",8.4945167894146e-06,"pData_Intersection","RSF"
"1407","ENSG00000130177",7.22033927100796e-05,"pData_Intersection","RSF"
"1408","ENSG00000130203",8.4945167894146e-06,"pData_Intersection","RSF"
"1409","ENSG00000130347",2.54835503682438e-05,"pData_Intersection","RSF"
"1410","ENSG00000130348",4.2472583947073e-05,"pData_Intersection","RSF"
"1411","ENSG00000130751",0.000331286154787169,"pData_Intersection","RSF"
"1412","ENSG00000130827",8.06979094994942e-05,"pData_Intersection","RSF"
"1413","ENSG00000130856",4.2472583947073e-05,"pData_Intersection","RSF"
"1414","ENSG00000131013",8.4945167894146e-06,"pData_Intersection","RSF"
"1415","ENSG00000131165",1.27417751841774e-05,"pData_Intersection","RSF"
"1416","ENSG00000131174",4.24725839476281e-06,"pData_Intersection","RSF"
"1417","ENSG00000131558",0.000199621144551299,"pData_Intersection","RSF"
"1418","ENSG00000131620",5.09671007364876e-05,"pData_Intersection","RSF"
"1419","ENSG00000131652",0.000866440712520178,"pData_Intersection","RSF"
"1420","ENSG00000131732",5.09671007364876e-05,"pData_Intersection","RSF"
"1421","ENSG00000131876",0.000216610178130017,"pData_Intersection","RSF"
"1422","ENSG00000131943",0.000598863433653674,"pData_Intersection","RSF"
"1423","ENSG00000132026",0.000539401816127771,"pData_Intersection","RSF"
"1424","ENSG00000132122",5.09671007364876e-05,"pData_Intersection","RSF"
"1425","ENSG00000132141",6.3708875920665e-05,"pData_Intersection","RSF"
"1426","ENSG00000132170",0.000407736805891901,"pData_Intersection","RSF"
"1427","ENSG00000132254",0.000186879369367121,"pData_Intersection","RSF"
"1428","ENSG00000132570",8.4945167894146e-05,"pData_Intersection","RSF"
"1429","ENSG00000132688",0.000297308087629511,"pData_Intersection","RSF"
"1430","ENSG00000133083",0.000106181459867738,"pData_Intersection","RSF"
"1431","ENSG00000133101",4.24725839476281e-06,"pData_Intersection","RSF"
"1432","ENSG00000133106",4.2472583947073e-05,"pData_Intersection","RSF"
"1433","ENSG00000133121",0.000696550376731886,"pData_Intersection","RSF"
"1434","ENSG00000133193",0.000356769705155413,"pData_Intersection","RSF"
"1435","ENSG00000133195",0.000186879369367121,"pData_Intersection","RSF"
"1436","ENSG00000133454",3.39780671576584e-05,"pData_Intersection","RSF"
"1437","ENSG00000133937",8.06979094994942e-05,"pData_Intersection","RSF"
"1438","ENSG00000133962",1.27417751841774e-05,"pData_Intersection","RSF"
"1439","ENSG00000134014",0.00020386840294595,"pData_Intersection","RSF"
"1440","ENSG00000134020",0.0014992822133314,"pData_Intersection","RSF"
"1441","ENSG00000134042",8.4945167894146e-05,"pData_Intersection","RSF"
"1442","ENSG00000134193",0.000768753769441854,"pData_Intersection","RSF"
"1443","ENSG00000134202",0.000118923235051804,"pData_Intersection","RSF"
"1444","ENSG00000134291",2.97308087630066e-05,"pData_Intersection","RSF"
"1445","ENSG00000134398",0.00011042871826239,"pData_Intersection","RSF"
"1446","ENSG00000134851",2.97308087630066e-05,"pData_Intersection","RSF"
"1447","ENSG00000135046",0.000169890335788292,"pData_Intersection","RSF"
"1448","ENSG00000135314",6.3708875920665e-05,"pData_Intersection","RSF"
"1449","ENSG00000135414",7.22033927100796e-05,"pData_Intersection","RSF"
"1450","ENSG00000135454",4.67198423418358e-05,"pData_Intersection","RSF"
"1451","ENSG00000135549",0.000178384852577707,"pData_Intersection","RSF"
"1452","ENSG00000135622",0.0016479362571461,"pData_Intersection","RSF"
"1453","ENSG00000135624",0.000208115661340713,"pData_Intersection","RSF"
"1454","ENSG00000135631",0.000161395818998877,"pData_Intersection","RSF"
"1455","ENSG00000135773",2.54835503682438e-05,"pData_Intersection","RSF"
"1456","ENSG00000135823",0.000276071795655919,"pData_Intersection","RSF"
"1457","ENSG00000135824",0.000127417751841219,"pData_Intersection","RSF"
"1458","ENSG00000135838",1.69890335788292e-05,"pData_Intersection","RSF"
"1459","ENSG00000135932",4.24725839476281e-06,"pData_Intersection","RSF"
"1460","ENSG00000135951",0.000441714873049448,"pData_Intersection","RSF"
"1461","ENSG00000136021",0.000522412782548942,"pData_Intersection","RSF"
"1462","ENSG00000136040",0.00035252244676065,"pData_Intersection","RSF"
"1463","ENSG00000136143",0.000547896332917186,"pData_Intersection","RSF"
"1464","ENSG00000136152",0.000586121658469496,"pData_Intersection","RSF"
"1465","ENSG00000136250",0.000131665010235982,"pData_Intersection","RSF"
"1466","ENSG00000136261",2.54835503682438e-05,"pData_Intersection","RSF"
"1467","ENSG00000136487",0.000144406785420048,"pData_Intersection","RSF"
"1468","ENSG00000136546",5.09671007364876e-05,"pData_Intersection","RSF"
"1469","ENSG00000136897",1.27417751841774e-05,"pData_Intersection","RSF"
"1470","ENSG00000136930",4.2472583947073e-05,"pData_Intersection","RSF"
"1471","ENSG00000136982",0.000322791637997755,"pData_Intersection","RSF"
"1472","ENSG00000137090",0.000624346984021917,"pData_Intersection","RSF"
"1473","ENSG00000137133",0.000658325051179465,"pData_Intersection","RSF"
"1474","ENSG00000137309",8.4945167894146e-05,"pData_Intersection","RSF"
"1475","ENSG00000137413",1.27417751841774e-05,"pData_Intersection","RSF"
"1476","ENSG00000137460",0.000556390849706601,"pData_Intersection","RSF"
"1477","ENSG00000137491",3.39780671576584e-05,"pData_Intersection","RSF"
"1478","ENSG00000137507",0.000191126627761884,"pData_Intersection","RSF"
"1479","ENSG00000137558",0.000144406785420048,"pData_Intersection","RSF"
"1480","ENSG00000137561",8.4945167894146e-05,"pData_Intersection","RSF"
"1481","ENSG00000137571",0.000420478581075967,"pData_Intersection","RSF"
"1482","ENSG00000137575",9.76869430783234e-05,"pData_Intersection","RSF"
"1483","ENSG00000137601",0.00016564307739364,"pData_Intersection","RSF"
"1484","ENSG00000137814",6.3708875920665e-05,"pData_Intersection","RSF"
"1485","ENSG00000137845",0.000114675976657153,"pData_Intersection","RSF"
"1486","ENSG00000137960",0.00046295116502304,"pData_Intersection","RSF"
"1487","ENSG00000138039",9.76869430783234e-05,"pData_Intersection","RSF"
"1488","ENSG00000138073",2.97308087630066e-05,"pData_Intersection","RSF"
"1489","ENSG00000138079",2.97308087630066e-05,"pData_Intersection","RSF"
"1490","ENSG00000138092",7.64506511047314e-05,"pData_Intersection","RSF"
"1491","ENSG00000138107",6.3708875920665e-05,"pData_Intersection","RSF"
"1492","ENSG00000138115",3.82253255524212e-05,"pData_Intersection","RSF"
"1493","ENSG00000138185",8.4945167894146e-06,"pData_Intersection","RSF"
"1494","ENSG00000138246",9.76869430783234e-05,"pData_Intersection","RSF"
"1495","ENSG00000138356",0.00011042871826239,"pData_Intersection","RSF"
"1496","ENSG00000138399",0.000526660040943594,"pData_Intersection","RSF"
"1497","ENSG00000138449",9.76869430783234e-05,"pData_Intersection","RSF"
"1498","ENSG00000138623",4.24725839476281e-06,"pData_Intersection","RSF"
"1499","ENSG00000138668",0.000144406785420048,"pData_Intersection","RSF"
"1500","ENSG00000138785",0.000233599211708846,"pData_Intersection","RSF"
"1501","ENSG00000138802",0.000101934201472975,"pData_Intersection","RSF"
"1502","ENSG00000139044",9.34396846835606e-05,"pData_Intersection","RSF"
"1503","ENSG00000139083",0.000441714873049448,"pData_Intersection","RSF"
"1504","ENSG00000139163",7.64506511047314e-05,"pData_Intersection","RSF"
"1505","ENSG00000139263",0.000237846470103609,"pData_Intersection","RSF"
"1506","ENSG00000139437",0.000144406785420048,"pData_Intersection","RSF"
"1507","ENSG00000139618",0.000140159527025396,"pData_Intersection","RSF"
"1508","ENSG00000139626",0.000157148560604226,"pData_Intersection","RSF"
"1509","ENSG00000139697",5.52143591312504e-05,"pData_Intersection","RSF"
"1510","ENSG00000139910",4.24725839476281e-06,"pData_Intersection","RSF"
"1511","ENSG00000139985",0.00011042871826239,"pData_Intersection","RSF"
"1512","ENSG00000140090",9.76869430783234e-05,"pData_Intersection","RSF"
"1513","ENSG00000140157",0.000361016963550065,"pData_Intersection","RSF"
"1514","ENSG00000140284",4.2472583947073e-05,"pData_Intersection","RSF"
"1515","ENSG00000140403",0.000123170493446567,"pData_Intersection","RSF"
"1516","ENSG00000140459",6.3708875920665e-05,"pData_Intersection","RSF"
"1517","ENSG00000140464",6.79561343153168e-05,"pData_Intersection","RSF"
"1518","ENSG00000140511",0.000305802604418925,"pData_Intersection","RSF"
"1519","ENSG00000140526",8.06979094994942e-05,"pData_Intersection","RSF"
"1520","ENSG00000140682",4.2472583947073e-05,"pData_Intersection","RSF"
"1521","ENSG00000140749",8.4945167894146e-06,"pData_Intersection","RSF"
"1522","ENSG00000140859",4.24725839476281e-06,"pData_Intersection","RSF"
"1523","ENSG00000141194",0.000267577278866504,"pData_Intersection","RSF"
"1524","ENSG00000141371",1.69890335788292e-05,"pData_Intersection","RSF"
"1525","ENSG00000141380",2.1236291973592e-05,"pData_Intersection","RSF"
"1526","ENSG00000141384",0.000208115661340713,"pData_Intersection","RSF"
"1527","ENSG00000141429",4.24725839476281e-06,"pData_Intersection","RSF"
"1528","ENSG00000141458",4.67198423418358e-05,"pData_Intersection","RSF"
"1529","ENSG00000141510",0.00022085743652478,"pData_Intersection","RSF"
"1530","ENSG00000141543",4.2472583947073e-05,"pData_Intersection","RSF"
"1531","ENSG00000141564",8.4945167894146e-06,"pData_Intersection","RSF"
"1532","ENSG00000142303",6.3708875920665e-05,"pData_Intersection","RSF"
"1533","ENSG00000142449",0.000140159527025396,"pData_Intersection","RSF"
"1534","ENSG00000142459",0.000416231322681315,"pData_Intersection","RSF"
"1535","ENSG00000142528",0.000284566312445333,"pData_Intersection","RSF"
"1536","ENSG00000142687",0.000118923235051804,"pData_Intersection","RSF"
"1537","ENSG00000142731",0.00132089736075369,"pData_Intersection","RSF"
"1538","ENSG00000143033",0.000216610178130017,"pData_Intersection","RSF"
"1539","ENSG00000143153",0.000832462645362519,"pData_Intersection","RSF"
"1540","ENSG00000143196",0.000293060829234748,"pData_Intersection","RSF"
"1541","ENSG00000143228",0.000739022960678959,"pData_Intersection","RSF"
"1542","ENSG00000143252",2.54835503682438e-05,"pData_Intersection","RSF"
"1543","ENSG00000143353",4.2472583947073e-05,"pData_Intersection","RSF"
"1544","ENSG00000143450",7.64506511047314e-05,"pData_Intersection","RSF"
"1545","ENSG00000143476",4.2472583947073e-05,"pData_Intersection","RSF"
"1546","ENSG00000143507",0.000225104694919431,"pData_Intersection","RSF"
"1547","ENSG00000143553",0.00050117649057535,"pData_Intersection","RSF"
"1548","ENSG00000143569",0.000118923235051804,"pData_Intersection","RSF"
"1549","ENSG00000143748",0.000199621144551299,"pData_Intersection","RSF"
"1550","ENSG00000143756",5.09671007364876e-05,"pData_Intersection","RSF"
"1551","ENSG00000144036",0.000577627141680082,"pData_Intersection","RSF"
"1552","ENSG00000144045",7.64506511047314e-05,"pData_Intersection","RSF"
"1553","ENSG00000144161",2.54835503682438e-05,"pData_Intersection","RSF"
"1554","ENSG00000144218",0.000552143591311838,"pData_Intersection","RSF"
"1555","ENSG00000144306",2.1236291973592e-05,"pData_Intersection","RSF"
"1556","ENSG00000144550",0.00203868402945906,"pData_Intersection","RSF"
"1557","ENSG00000144566",1.69890335788292e-05,"pData_Intersection","RSF"
"1558","ENSG00000144834",0.000144406785420048,"pData_Intersection","RSF"
"1559","ENSG00000144843",8.4945167894146e-05,"pData_Intersection","RSF"
"1560","ENSG00000144962",0.00142283156222667,"pData_Intersection","RSF"
"1561","ENSG00000145103",0.000140159527025396,"pData_Intersection","RSF"
"1562","ENSG00000145287",6.3708875920665e-05,"pData_Intersection","RSF"
"1563","ENSG00000145293",3.82253255524212e-05,"pData_Intersection","RSF"
"1564","ENSG00000145365",8.4945167894146e-06,"pData_Intersection","RSF"
"1565","ENSG00000145536",4.24725839476281e-06,"pData_Intersection","RSF"
"1566","ENSG00000145604",0.000968374913993042,"pData_Intersection","RSF"
"1567","ENSG00000146054",0.00118923235051782,"pData_Intersection","RSF"
"1568","ENSG00000146192",0.000127417751841219,"pData_Intersection","RSF"
"1569","ENSG00000146242",0.000106181459867738,"pData_Intersection","RSF"
"1570","ENSG00000146247",5.52143591312504e-05,"pData_Intersection","RSF"
"1571","ENSG00000146457",5.52143591312504e-05,"pData_Intersection","RSF"
"1572","ENSG00000146757",3.39780671576584e-05,"pData_Intersection","RSF"
"1573","ENSG00000146776",0.000284566312445333,"pData_Intersection","RSF"
"1574","ENSG00000146828",4.2472583947073e-05,"pData_Intersection","RSF"
"1575","ENSG00000146856",2.1236291973592e-05,"pData_Intersection","RSF"
"1576","ENSG00000146938",2.1236291973592e-05,"pData_Intersection","RSF"
"1577","ENSG00000147059",7.64506511047314e-05,"pData_Intersection","RSF"
"1578","ENSG00000147316",0.000152901302209463,"pData_Intersection","RSF"
"1579","ENSG00000147485",1.69890335788292e-05,"pData_Intersection","RSF"
"1580","ENSG00000147669",0.000195373886156536,"pData_Intersection","RSF"
"1581","ENSG00000147799",8.4945167894146e-06,"pData_Intersection","RSF"
"1582","ENSG00000147894",5.09671007364876e-05,"pData_Intersection","RSF"
"1583","ENSG00000148143",9.34396846835606e-05,"pData_Intersection","RSF"
"1584","ENSG00000148346",0.00150777673012081,"pData_Intersection","RSF"
"1585","ENSG00000148444",0.00011042871826239,"pData_Intersection","RSF"
"1586","ENSG00000148468",1.69890335788292e-05,"pData_Intersection","RSF"
"1587","ENSG00000148606",0.000250588245287675,"pData_Intersection","RSF"
"1588","ENSG00000148773",0.000713539410310715,"pData_Intersection","RSF"
"1589","ENSG00000148824",0.000717786668705367,"pData_Intersection","RSF"
"1590","ENSG00000148832",8.91924262889088e-05,"pData_Intersection","RSF"
"1591","ENSG00000148848",0.000118923235051804,"pData_Intersection","RSF"
"1592","ENSG00000148926",0.000114675976657153,"pData_Intersection","RSF"
"1593","ENSG00000148942",4.67198423418358e-05,"pData_Intersection","RSF"
"1594","ENSG00000149115",6.3708875920665e-05,"pData_Intersection","RSF"
"1595","ENSG00000149489",8.91924262889088e-05,"pData_Intersection","RSF"
"1596","ENSG00000149534",0.000225104694919431,"pData_Intersection","RSF"
"1597","ENSG00000149564",9.76869430783234e-05,"pData_Intersection","RSF"
"1598","ENSG00000149636",0.00050117649057535,"pData_Intersection","RSF"
"1599","ENSG00000149809",1.27417751841774e-05,"pData_Intersection","RSF"
"1600","ENSG00000149923",0.00149503495493664,"pData_Intersection","RSF"
"1601","ENSG00000150051",4.2472583947073e-05,"pData_Intersection","RSF"
"1602","ENSG00000150401",0.00022085743652478,"pData_Intersection","RSF"
"1603","ENSG00000150628",0.000407736805891901,"pData_Intersection","RSF"
"1604","ENSG00000150672",1.27417751841774e-05,"pData_Intersection","RSF"
"1605","ENSG00000150712",0.000475692940207106,"pData_Intersection","RSF"
"1606","ENSG00000150753",0.00011042871826239,"pData_Intersection","RSF"
"1607","ENSG00000150764",0.00020386840294595,"pData_Intersection","RSF"
"1608","ENSG00000151062",0.000479940198601869,"pData_Intersection","RSF"
"1609","ENSG00000151276",2.54835503682438e-05,"pData_Intersection","RSF"
"1610","ENSG00000151322",0.000276071795655919,"pData_Intersection","RSF"
"1611","ENSG00000151338",0.000250588245287675,"pData_Intersection","RSF"
"1612","ENSG00000151360",5.94616175259022e-05,"pData_Intersection","RSF"
"1613","ENSG00000151693",0.000280319054050682,"pData_Intersection","RSF"
"1614","ENSG00000151702",4.67198423418358e-05,"pData_Intersection","RSF"
"1615","ENSG00000151726",0.000713539410310715,"pData_Intersection","RSF"
"1616","ENSG00000151779",0.000318544379602992,"pData_Intersection","RSF"
"1617","ENSG00000152214",0.000212362919735365,"pData_Intersection","RSF"
